"stk","alpha","beta0","sigma","deviance"
1,1.277,1.161,0.8547,-93.41
1,1.236,0.7577,0.7049,-90.1
1,1.55,1.255,0.9508,-87.97
1,1.353,1.282,0.9202,-92.15
1,1.188,0.9614,0.8934,-91.32
1,1.38,2.122,0.8015,-93.85
1,1.36,0.5101,0.7348,-90.07
1,1.619,1.95,1.04,-84.49
1,1.462,1.416,0.6955,-89.9
1,1.311,1.126,0.8142,-93.99
1,1.535,2.04,0.881,-91.94
1,1.155,0.9543,0.8149,-91.4
1,1.45,0.8706,0.7918,-91.33
1,1.219,0.7659,0.7848,-92.55
1,1.488,2.388,0.9033,-91.92
1,1.315,1.03,0.8402,-93.66
1,1.065,1.787,0.8383,-84.81
1,1.271,1.135,0.836,-93.58
1,1.27,0.8593,0.9539,-90.38
1,1.212,0.6025,0.8597,-92.06
1,1.434,1.365,0.7638,-93.18
1,1.387,2.032,0.8097,-94.08
1,1.361,1.217,0.7804,-93.95
1,1.168,0.9961,0.8693,-91.33
1,1.066,1.646,1.022,-82.39
1,1.384,1.322,0.8493,-93.78
1,1.211,0.9478,0.796,-92.68
1,1.427,1.095,0.8364,-92.86
1,1.379,1.618,0.6874,-90.97
1,1.283,1.143,0.7405,-92.85
1,1.53,1.937,0.881,-91.96
1,1.293,2.251,0.7965,-91.86
1,1.542,2.311,0.7529,-91.76
1,1.136,0.6153,0.7433,-89.36
1,1.205,1.391,0.7355,-90.76
1,1.336,1.528,0.6324,-85.7
1,1.339,1.14,0.7692,-93.75
1,1.311,1.3,0.8887,-93
1,1.233,1.094,0.7744,-92.88
1,1.281,0.5345,1.033,-86.53
1,1.319,2.137,0.7904,-92.9
1,1.167,0.6896,0.8095,-91.67
1,1.343,1.667,0.8,-94.29
1,1.326,1.626,0.9076,-92.51
1,1.42,1.645,0.7994,-94.2
1,1.593,2.72,0.896,-90.38
1,1.213,1.237,0.7744,-92.36
1,1.248,1.587,0.9035,-91.67
1,1.396,0.9388,0.7747,-92.67
1,1.296,0.6914,0.862,-92.63
1,1.342,3.04,0.914,-88.04
1,1.233,1.053,0.824,-93.14
1,1.47,1.459,0.8319,-93.07
1,1.411,1.672,0.8262,-94.21
1,1.504,1.657,0.7758,-92.52
1,1.281,2.506,0.8899,-89.77
1,1.504,2.301,0.8659,-92.72
1,1.354,1.129,0.8792,-93.08
1,1.12,1.385,0.8466,-89.28
1,1.534,1.238,0.8229,-90.54
1,1.382,1.308,0.8348,-93.96
1,1.321,1.358,0.7344,-93.09
1,1.303,0.9929,0.7911,-93.72
1,1.236,1.119,0.7124,-90.88
1,1.365,1.788,0.8848,-93.23
1,1.233,0.674,0.768,-92.29
1,1.278,1.064,1.034,-87.17
1,1.468,1.627,0.7716,-93.25
1,1.28,1.818,0.9074,-91.7
1,1.334,1.246,0.8434,-93.92
1,1.207,1.035,0.7299,-91.02
1,1.36,3.473,0.7838,-85.17
1,1.518,2.88,0.8931,-91
1,1.288,2.41,0.886,-90.47
1,1.529,3.069,0.9112,-89.96
1,1.313,0.7867,0.8536,-92.97
1,1.34,0.9143,0.9159,-91.75
1,1.306,0.7221,0.8171,-93.12
1,1.407,1.116,0.7157,-91.27
1,1.324,2.099,0.7769,-92.96
1,1.389,2.294,0.8418,-93.31
1,1.357,0.8868,0.8847,-92.4
1,1.337,1.3,0.9932,-89.38
1,1.359,1.025,0.8583,-93.25
1,1.215,1.68,0.9063,-90.66
1,1.231,1.296,0.9324,-90.85
1,1.34,1.686,0.7734,-94.05
1,1.449,2.142,0.8742,-93.14
1,1.218,1.227,0.8872,-91.93
1,1.489,1.113,0.9378,-89.49
1,1.311,1.252,0.7487,-93.41
1,1.319,1.06,0.8218,-93.87
1,1.266,0.7132,0.8118,-93.07
1,1.15,1.728,0.996,-85.9
1,1.421,1.839,0.7799,-94.13
1,1.351,0.8166,0.8085,-93.13
1,1.377,1.541,0.7245,-92.92
1,1.133,1.111,0.723,-87.89
1,1.302,0.9683,0.764,-93.32
1,1.266,0.9412,0.8604,-93.05
1,1.365,1.602,0.7285,-93.1
1,1.502,1.71,0.913,-91.41
1,1.51,1.608,0.9402,-90.25
1,1.366,0.5322,0.746,-90.52
1,1.277,1.161,0.7548,-93.2
1,1.187,2.042,0.8866,-88.98
1,1.422,1.262,0.7373,-92.4
1,1.415,1.494,0.8953,-92.79
1,1.431,1.026,0.8246,-92.62
1,1.543,2.96,0.8209,-91.44
1,1.37,1.229,0.8138,-94.05
1,1.227,0.7982,0.7041,-89.98
1,1.391,1.568,0.7748,-94.17
1,1.566,1.809,0.8448,-91.34
1,1.342,1.339,0.7396,-93.33
1,1.4,1.846,0.794,-94.3
1,1.427,0.518,0.8786,-89.89
1,1.28,0.6847,0.7335,-91.63
1,1.501,1.483,0.8891,-91.6
1,1.258,1.655,0.8788,-92.33
1,1.282,1.517,0.7357,-92.57
1,1.287,1.616,0.9013,-92.31
1,1.195,0.6917,0.6695,-86.47
1,1.356,1.85,0.8382,-93.99
1,1.246,1.13,0.7312,-91.96
1,1.275,1.285,0.8288,-93.71
1,1.438,3.001,0.9993,-87.02
1,1.374,2.105,0.8339,-93.72
1,1.506,1.468,0.8672,-91.86
1,1.297,1.599,0.7698,-93.59
1,1.11,0.8491,0.9355,-88.43
1,1.482,2.453,0.8232,-93.2
1,1.476,1.224,0.7351,-90.78
1,1.467,1.484,0.8404,-93.13
1,1.443,1.358,0.7053,-90.78
1,1.36,1.697,1.013,-88.55
1,1.441,0.5587,0.8176,-90.04
1,1.296,0.9438,0.817,-93.66
1,1.295,0.7247,0.7871,-93.03
1,1.379,1.907,1.072,-85.6
1,1.232,0.8408,0.8764,-92.33
1,1.404,1.392,0.8317,-93.94
1,1.197,0.6588,0.8838,-91.52
1,1.224,0.5952,0.8529,-92.26
1,1.484,1.777,0.8363,-93.34
1,1.467,2.821,0.7714,-91.69
1,1.334,0.8088,0.7603,-92.7
1,1.251,1.009,0.7388,-92.27
1,1.362,1.996,0.853,-93.6
1,1.487,2.522,0.8018,-93.02
1,1.132,1.031,0.7492,-89.22
1,1.357,1.356,0.8018,-94.29
1,1.193,0.6181,0.8581,-91.84
1,1.176,1.034,0.7446,-90.67
1,1.329,0.994,0.8548,-93.39
1,1.138,0.672,0.7451,-89.53
1,1.433,1.631,0.8242,-94
1,1.592,2.619,0.8407,-91.28
1,1.472,1.341,1.025,-87.04
1,1.111,1.005,0.8524,-89.81
1,1.456,1.968,0.6531,-87.47
1,1.456,1.008,0.7535,-91.03
1,1.28,0.6645,0.8136,-92.98
1,1.21,0.9055,0.7823,-92.5
1,1.314,1.256,0.9662,-90.43
1,1.359,1.247,0.7867,-94.07
1,1.402,1.558,0.9236,-92.09
1,1.378,1.115,0.6927,-90.43
1,1.244,0.7914,0.8086,-93.06
1,1.282,0.7457,0.7817,-93.02
1,1.466,1.275,0.7717,-92.33
1,1.429,2.149,0.7328,-92.72
1,1.369,0.7767,0.85,-92.54
1,1.282,2.052,0.7784,-92.18
1,1.502,1.548,0.7778,-92.34
1,1.413,0.6252,0.749,-89.99
1,1.413,1.216,0.6817,-89.41
1,1.391,2.16,0.8981,-92.52
1,1.389,1.951,0.9159,-92.28
1,1.375,1.596,0.8095,-94.4
1,1.133,0.6638,0.7917,-90.59
1,1.317,1.695,0.7574,-93.5
1,1.536,2.067,0.8785,-91.99
1,1.267,0.9635,0.8604,-93.08
1,1.416,1.447,0.899,-92.62
1,1.376,1.341,0.8099,-94.2
1,1.447,1.627,0.8166,-93.87
1,1.378,1.295,0.8318,-93.99
1,1.269,0.9614,0.7544,-92.9
1,1.262,0.5994,0.779,-92.5
1,1.448,0.9926,0.7739,-91.69
1,1.465,2.588,0.7755,-92.65
1,1.438,1.14,0.8563,-92.57
1,1.273,1.383,0.762,-93.28
1,1.099,1.019,0.8549,-89.32
1,1.395,0.9698,0.8446,-92.91
1,1.589,1.853,0.7845,-90.37
1,1.301,1.515,0.9062,-92.42
1,1.298,1.492,0.935,-91.49
1,1.479,2.052,0.7857,-93.58
1,1.402,0.8146,0.7968,-92.29
1,1.345,1.046,0.8849,-92.83
1,1.324,0.8706,0.7431,-92.51
1,1.562,1.12,0.8452,-88.84
1,1.385,2.14,0.7855,-93.76
1,1.373,0.9219,0.9222,-91.34
1,1.36,1.034,0.9127,-91.98
1,1.586,2.681,0.7334,-89.59
1,1.255,1.425,0.8552,-93.02
1,1.448,1.407,0.8076,-93.47
1,1.369,2.219,0.7334,-92.19
1,1.246,1.233,0.7297,-91.88
1,1.277,1.411,0.7844,-93.66
1,1.378,2.051,0.8144,-93.98
1,1.349,1.601,0.7436,-93.55
1,1.327,0.9447,0.797,-93.64
1,1.474,2.021,0.7757,-93.54
1,1.483,1.565,0.8506,-92.86
1,1.291,0.8425,0.9228,-91.48
1,1.26,0.5914,0.9257,-90.83
1,1.272,1.49,0.7349,-92.38
1,1.545,1.73,0.7721,-91.42
1,1.419,1.51,0.7175,-92.24
1,1.258,1.639,0.7548,-92.37
1,1.361,0.6672,0.8349,-92.38
1,1.255,0.6499,0.7789,-92.61
1,1.485,1.848,0.9231,-91.52
1,1.626,2.809,0.7981,-90.11
1,1.425,2.025,0.7449,-93.31
1,1.357,1.39,0.8951,-92.98
1,1.239,0.5041,0.8084,-92.37
1,1.399,2.293,0.8535,-93.22
1,1.267,1.762,0.8723,-92.41
1,1.338,1.317,0.7116,-92.19
1,1.219,1.083,0.8196,-92.91
1,1.312,2.09,0.8769,-92.32
1,1.493,2.614,0.7692,-92.37
1,1.54,1.542,0.8714,-91.1
1,1.342,1.628,0.9812,-89.93
1,1.547,2.294,0.8988,-91.39
1,1.284,1.307,0.8932,-92.69
1,1.531,1.231,0.8636,-90.41
1,1.359,1.275,0.7016,-91.56
1,1.463,1.597,0.9555,-90.45
1,1.552,1.988,0.8678,-91.75
1,1.549,1.807,0.9239,-90.27
1,1.41,1.864,0.7481,-93.59
1,1.364,0.7117,0.8605,-92.24
1,1.443,1.788,0.8888,-92.94
1,1.299,0.7697,0.7602,-92.73
1,1.428,2.343,0.8288,-93.5
1,1.185,1.78,1.027,-85.45
1,1.18,1.509,0.8018,-91.1
1,1.568,1.667,0.9887,-87.33
1,1.261,1.513,0.777,-93.16
1,1.21,0.5741,0.7832,-92.06
1,1.204,1.005,0.7731,-92.25
1,1.348,0.9182,0.8638,-92.97
1,1.502,1.818,0.9028,-91.83
1,1.302,0.7904,0.7188,-91.35
1,1.386,0.6378,0.7914,-91.73
1,1.531,2.107,0.8114,-92.8
1,1.371,0.6796,0.951,-89.71
1,1.399,1.062,0.7275,-91.75
1,1.262,1.563,0.8098,-93.32
1,1.38,2.8,0.8203,-91.28
1,1.21,1.989,0.8208,-90.53
1,1.443,2.23,0.8102,-93.8
1,1.461,1.807,0.8685,-93.22
1,1.441,1.024,0.8485,-92.23
1,1.303,2.176,0.9557,-89.67
1,1.325,1.081,0.7861,-93.86
1,1.308,1.781,0.7803,-93.59
1,1.319,0.9214,0.882,-92.74
1,1.59,3.14,0.7781,-89.76
1,1.545,2.124,0.8438,-92.36
1,1.348,1.268,0.768,-93.92
1,1.285,0.6453,0.8365,-92.83
1,1.251,0.8932,0.7736,-93
1,1.309,1.217,0.8792,-93.18
1,1.298,1.914,0.7994,-93.25
1,1.367,1.097,0.8777,-92.98
1,1.43,2.166,0.7714,-93.67
1,1.357,1.399,0.8986,-92.88
1,1.343,1.519,0.757,-93.87
1,1.423,0.7573,0.8003,-91.57
1,1.298,1.406,0.7039,-91.5
1,1.178,0.5846,0.8072,-91.78
1,1.298,1.27,0.7652,-93.68
1,1.381,1.932,0.8439,-93.94
1,1.375,2.04,0.7465,-93.21
1,1.239,1.861,0.9373,-89.9
1,1.058,0.6226,0.938,-86.98
1,1.355,1.443,0.7234,-92.84
1,1.206,0.8182,0.752,-91.7
1,1.483,1.589,0.7231,-91.34
1,1.23,0.7192,0.9005,-91.6
1,1.216,0.6592,0.8147,-92.53
1,1.045,0.6345,0.775,-86.71
1,1.226,1.033,0.7716,-92.7
1,1.146,0.8514,0.8844,-90.59
1,1.425,1.326,0.8884,-92.61
1,1.374,1.025,0.858,-93.14
1,1.279,0.6834,0.8663,-92.54
1,1.34,1.422,0.8473,-93.99
1,1.243,1.054,0.9289,-91.18
2,1.549,0.8835,1.32,-52.31
2,1.625,0.2561,1.295,-50.88
2,2.004,0.6524,1.235,-47.94
2,1.785,0.3096,1.35,-49.76
2,1.581,0.3873,1.208,-51.33
2,1.8,0.274,1.393,-48.85
2,1.654,1.159,1.176,-53.2
2,1.719,0.8868,1.335,-52.84
2,1.694,1.404,1.408,-51.8
2,1.91,0.9337,1.237,-51.74
2,1.655,0.9361,1.256,-53.47
2,2.069,1.153,1.387,-48.66
2,1.504,0.6617,1.296,-51.75
2,1.496,0.3446,1.411,-49.59
2,1.711,1.206,1.408,-51.99
2,1.834,1.671,1.157,-52.53
2,1.525,0.8006,1.267,-52.29
2,1.548,0.2543,1.237,-50.72
2,1.714,0.1894,1.237,-49.89
2,1.987,1.292,1.074,-47.94
2,1.291,1.41,1.434,-44.67
2,1.633,0.5987,1.181,-52.13
2,1.845,0.9769,1.347,-52.19
2,1.563,0.6497,1.201,-52.16
2,1.674,1.612,1.24,-52.87
2,1.827,1.966,1.48,-49.27
2,1.781,1.24,1.121,-52.41
2,1.354,0.8896,1.392,-48.35
2,1.694,1.179,1.185,-53.5
2,1.747,1.182,1.296,-53.6
2,1.716,1.106,1.414,-51.84
2,1.681,1.199,1.406,-51.95
2,1.616,0.4179,1.281,-51.77
2,1.628,0.3888,1.293,-51.59
2,1.643,1.271,1.133,-52.26
2,1.833,0.5,1.308,-50.62
2,1.723,1.124,1.133,-52.72
2,1.687,0.3691,1.166,-50.52
2,1.766,0.5375,1.289,-51.71
2,2.044,0.3977,1.289,-45.1
2,2.032,1.34,1.315,-50.65
2,1.777,1.692,1.117,-51.61
2,1.472,0.6572,1.135,-49.85
2,1.685,0.7517,1.085,-50.44
2,1.785,1.43,1.364,-52.69
2,1.706,1.493,1.322,-53.03
2,1.588,0.2002,1.24,-50.53
2,1.736,0.9802,1.165,-53.05
2,1.839,0.236,1.437,-47.43
2,1.693,0.9514,1.204,-53.45
2,1.602,0.6013,1.029,-46.95
2,1.54,0.6115,1.186,-51.68
2,1.695,0.3778,1.228,-51.29
2,1.511,0.4062,1.183,-50.62
2,1.87,0.5108,1.192,-49.58
2,1.332,0.5354,1.307,-48.61
2,1.831,1.301,1.182,-53.25
2,2.049,1.102,1.294,-49.6
2,1.918,0.3962,1.284,-48.42
2,1.773,1.152,1.247,-53.74
2,1.758,0.3586,1.382,-49.95
2,1.536,0.2899,1.171,-50.06
2,1.655,0.9577,1.022,-48
2,1.747,0.4456,1.119,-49.38
2,1.919,1.363,1.379,-51.66
2,1.418,0.9383,1.382,-49.7
2,1.665,1.563,1.354,-52.2
2,1.266,0.3796,1.162,-44.89
2,1.463,0.3051,1.221,-50.13
2,1.67,0.6812,1.407,-51.28
2,1.618,0.327,1.318,-51.14
2,1.583,0.4123,1.398,-50.49
2,1.682,1.293,1.27,-53.6
2,1.74,1.046,1.286,-53.55
2,1.858,0.6976,1.193,-51.07
2,1.851,0.4523,1.286,-50.13
2,1.887,0.536,1.4,-49.09
2,1.703,0.9562,1.195,-53.4
2,1.47,0.94,1.144,-50.18
2,1.322,0.2477,1.473,-46.16
2,1.574,0.5626,1.264,-52.23
2,1.584,1.306,1.448,-50.34
2,1.927,1.013,1.075,-48.29
2,1.603,0.3575,1.227,-51.38
2,1.536,1.239,1.506,-48.58
2,1.729,1.12,1.176,-53.43
2,1.915,0.9334,1.393,-50.55
2,1.685,1.148,1.395,-52.17
2,1.349,0.4206,1.583,-44.33
2,1.873,1.005,1.115,-50.76
2,1.789,1.118,1.34,-52.96
2,1.775,1.198,1.205,-53.66
2,1.511,1.454,1.339,-50.73
2,1.599,0.2461,1.047,-45.59
2,1.776,0.5702,1.097,-49.2
2,1.395,0.2907,1.07,-44.62
2,1.814,0.8281,1.269,-52.63
2,1.579,1.664,1.1,-48.75
2,1.934,1.094,1.227,-51.88
2,1.954,0.5064,1.53,-45.38
2,1.624,1.186,1.156,-52.63
2,1.774,1.079,1.196,-53.45
2,1.851,1.05,1.449,-50.5
2,1.67,0.7206,1.099,-50.8
2,1.842,1.042,1.202,-52.87
2,1.742,1.624,1.219,-53.24
2,1.338,0.4796,1.327,-48.63
2,1.388,1.038,1.178,-48.63
2,1.62,0.5862,1.288,-52.42
2,2.026,0.6899,1.251,-47.77
2,1.77,1.28,1.258,-53.8
2,1.566,0.2074,1.377,-49.89
2,2.244,1.447,1.439,-44.51
2,1.498,0.5642,1.271,-51.57
2,1.843,0.9002,1.39,-51.35
2,1.813,0.3711,1.306,-50.1
2,1.641,0.9762,1.336,-52.87
2,1.579,1.272,1.355,-52
2,1.633,0.6825,1.181,-52.43
2,1.743,0.2194,1.34,-49.71
2,1.53,1.073,1.258,-52.36
2,1.649,0.7626,1.287,-53
2,1.608,0.4695,1.265,-52.02
2,1.901,1.896,1.205,-52.16
2,1.684,0.942,1.237,-53.56
2,1.605,0.7542,1.149,-52.01
2,1.94,1.676,1.192,-52.18
2,1.512,0.3917,1.321,-50.98
2,1.521,0.3554,1.183,-50.48
2,1.842,2.221,1.338,-50.64
2,1.605,0.4839,1.165,-51.3
2,1.441,0.7404,1.119,-48.83
2,1.729,1.397,1.08,-51.09
2,1.546,0.6615,1.18,-51.79
2,1.831,0.492,1.205,-50.33
2,1.93,0.5009,1.635,-42.97
2,1.419,0.8951,1.299,-50.49
2,1.786,0.7132,1.047,-47.87
2,1.707,1.448,1.315,-53.19
2,1.796,0.2876,1.079,-45.69
2,1.711,0.2633,1.22,-50.34
2,1.882,0.9616,1.067,-48.63
2,1.873,0.3841,1.368,-48.81
2,1.58,1.003,1.26,-53.01
2,1.968,0.6479,1.258,-49.04
2,1.798,0.8239,1.206,-52.62
2,1.531,0.3002,1.229,-50.81
2,1.396,1.124,1.399,-48.73
2,1.64,0.3074,1.609,-45.12
2,1.664,0.2713,1.37,-50.23
2,1.414,0.7672,1.353,-50.07
2,1.585,1.054,1.155,-52.26
2,1.738,0.5674,1.404,-50.76
2,1.427,0.8449,1.318,-50.57
2,1.45,0.5449,1.041,-45.24
2,1.611,1.093,1.101,-51.24
2,1.693,1.183,1.418,-51.76
2,1.714,0.4164,1.342,-51.08
2,1.742,1.301,1.122,-52.49
2,1.868,0.3033,1.281,-48.72
2,1.786,0.5429,1.4,-50.37
2,1.796,2.002,1.162,-51.18
2,1.715,0.5987,1.251,-52.43
2,1.656,0.7422,1.347,-52.39
2,1.558,0.2021,1.351,-50.16
2,1.582,1.78,1.323,-50.67
2,1.944,1.2,1.27,-52.09
2,1.379,0.2234,1.286,-48.89
2,1.391,0.5422,1.243,-49.78
2,1.767,0.8274,1.166,-52.43
2,1.626,0.5296,1.289,-52.22
2,1.573,0.4054,1.062,-47.43
2,1.481,0.6478,1.282,-51.5
2,1.973,1.294,1.263,-51.83
2,1.791,1.712,1.236,-53.17
2,2.05,1.213,1.415,-48.83
2,1.649,0.3718,1.268,-51.54
2,2.006,1.561,1.353,-51.06
2,1.543,1.374,1.205,-51.68
2,1.537,0.2589,1.455,-48.73
2,1.545,1.29,1.306,-52.03
2,1.935,1.837,1.047,-47.64
2,1.636,0.5959,1.321,-52.24
2,1.769,0.7202,1.246,-52.62
2,1.591,1.009,1.397,-51.66
2,2.045,1.921,1.206,-50.38
2,1.669,0.9365,1.031,-48.56
2,1.723,0.9233,1.253,-53.5
2,1.896,1.167,1.116,-50.98
2,1.752,1.592,1.437,-51.1
2,1.636,0.6464,1.137,-51.52
2,1.718,0.5614,1.289,-52.17
2,1.746,0.8174,1.285,-53.03
2,1.353,0.3392,1.21,-48.2
2,1.63,0.6218,1.074,-49.4
2,1.76,0.8092,1.42,-51.14
2,1.576,0.369,1.207,-51.21
2,1.396,0.6697,1.368,-49.56
2,1.564,1.336,1.276,-52.36
2,1.419,0.4505,1.2,-49.71
2,1.785,1,1.476,-50.19
2,1.706,0.6761,1.127,-51.35
2,1.536,0.6564,1.323,-51.88
2,1.808,0.3055,1.28,-49.75
2,1.901,0.9203,1.225,-51.77
2,1.832,1.159,1.383,-52.12
2,1.516,0.4201,1.21,-51.07
2,1.63,1.302,1.236,-53.26
2,1.673,0.2879,1.331,-50.7
2,1.361,0.8258,1.158,-47.78
2,1.54,0.9192,1.224,-52.48
2,1.553,0.4045,1.463,-49.11
2,1.672,0.6746,1.398,-51.43
2,1.573,0.2265,1.172,-49.88
2,1.993,1.217,1.223,-51.12
2,1.768,0.6255,1.102,-49.85
2,1.566,0.3297,1.573,-46.18
2,1.509,0.3914,1.219,-50.97
2,1.486,0.4202,1.337,-50.71
2,1.912,2.312,1.434,-48.86
2,1.761,0.5491,1.224,-51.76
2,1.531,0.7909,1.202,-52.12
2,1.873,1.35,1.214,-53.18
2,1.755,0.7779,1.33,-52.48
2,1.844,0.7196,1.179,-51.23
2,1.587,0.5517,1.588,-46.42
2,1.636,0.3794,1.361,-50.94
2,2.174,1.681,1.143,-45.69
2,1.561,0.3484,1.218,-51.14
2,1.827,1.753,1.386,-51.79
2,1.586,1.735,1.374,-50.41
2,1.435,0.5747,1.379,-49.96
2,2.014,0.6542,1.314,-48.01
2,1.387,0.8541,1.398,-48.97
2,1.654,0.9598,1.213,-53.43
2,1.518,0.3858,1.296,-51.15
2,1.72,0.6912,1.136,-51.57
2,1.407,0.7919,1.324,-50.18
2,1.704,0.9738,1.411,-51.79
2,1.588,0.3738,1.076,-47.98
2,1.714,0.2594,1.369,-49.91
2,1.753,0.3418,1.351,-50.27
2,1.976,1.052,1.247,-51.01
2,1.653,0.2334,1.349,-50.3
2,1.729,0.1938,1.521,-46.61
2,1.843,0.813,1.363,-51.47
2,1.43,0.4125,1.195,-49.72
2,1.79,0.8777,1.254,-53.04
2,1.65,1.49,1.31,-52.76
2,1.554,0.636,1.45,-49.98
2,1.855,0.9464,1.48,-49.53
2,1.855,1.137,1.217,-53.07
2,1.436,0.35,1.34,-49.91
2,1.418,0.5071,1.425,-48.91
2,1.723,1.455,1.314,-53.25
2,1.998,0.6611,1.042,-41.64
2,1.678,0.3585,1.265,-51.37
2,1.566,0.3138,1.043,-45.82
2,1.991,1.629,1.299,-51.76
2,1.671,0.4123,1.289,-51.65
2,1.83,1.424,1.465,-50.58
2,1.689,0.4329,1.196,-51.38
2,1.529,1.06,1.218,-52.23
2,1.836,1.344,1.503,-49.6
2,1.731,1.276,1.358,-52.88
2,1.514,0.6721,1.336,-51.57
2,1.314,0.2594,1.402,-47.14
2,1.935,1.407,1.198,-52.34
2,1.786,1.071,1.239,-53.57
2,1.493,0.8327,1.184,-51.37
2,1.664,0.4029,1.204,-51.39
2,1.791,0.1915,1.281,-49.14
2,1.582,0.8692,1.229,-52.92
2,1.665,0.9526,0.9981,-46.56
2,1.759,0.9244,1.42,-51.41
2,1.814,1.464,1.381,-52.33
2,1.911,0.6402,1.346,-49.93
2,1.771,1.14,1.106,-51.93
2,1.494,0.2584,1.394,-49.54
2,1.693,0.8605,1.109,-51.6
2,1.788,1.201,1.211,-53.65
2,1.692,0.8745,1.198,-53.25
2,1.659,0.4134,1.186,-51.24
2,2.034,0.4596,1.253,-45.66
2,1.751,1.027,1.315,-53.25
2,1.544,0.5974,1.239,-52.1
2,1.605,0.5862,1.253,-52.46
2,1.684,0.7401,1.202,-52.89
2,1.576,0.7971,1.238,-52.8
2,1.529,1.01,1.283,-52.34
2,1.549,0.3964,1.055,-46.87
2,1.736,1.122,1.252,-53.78
2,1.562,1.509,1.315,-51.58
2,1.715,0.7876,1.252,-53.16
2,1.531,0.6032,1.452,-49.72
2,1.646,0.7088,1.31,-52.69
2,2.148,1.406,1.305,-48.08
2,1.673,0.5157,1.282,-52.16
2,1.469,0.4145,1.17,-49.92
2,1.728,1.304,1.139,-52.86
2,1.607,1.426,1.237,-52.71
2,1.946,1.468,1.13,-51.05
2,1.642,0.5353,1.31,-52.12
2,1.362,0.3105,1.382,-48.32
2,1.61,0.3929,1.58,-46.28
2,1.82,1.039,1.294,-53.09
2,1.531,1.571,1.306,-50.86
2,1.723,0.513,1.289,-51.91
2,1.619,1.199,1.153,-52.5
2,1.794,1.394,1.366,-52.67
2,1.456,0.4252,1.269,-50.69
2,1.74,0.6621,1.278,-52.53
2,1.731,0.7246,1.182,-52.48
2,1.701,0.4881,1.17,-51.26
2,1.726,0.7423,1.125,-51.52
2,1.877,1.419,1.127,-51.9
2,1.73,1.31,1.443,-51.25
2,1.675,1.216,1.16,-53.08
2,1.792,0.3962,1.277,-50.62
2,1.94,2.152,1.228,-51.06
2,1.92,0.8791,1.207,-51.09
2,1.912,2.277,1.611,-44.72
2,1.829,0.6106,1.364,-50.77
2,1.73,1.035,1.136,-52.65
2,1.683,0.9404,1.254,-53.55
2,1.971,1.933,1.172,-50.99
2,1.602,1.3,1.215,-52.88
2,1.588,0.2473,1.313,-50.75
2,1.665,1.458,1.146,-52.34
2,1.564,1.053,1.235,-52.8
2,1.746,0.2389,1.037,-43.79
2,1.805,0.8193,1.454,-50.18
2,1.856,0.4004,1.094,-46.2
2,1.949,0.3004,1.531,-44.24
2,1.916,0.6507,1.399,-49.26
2,1.641,0.3405,1.173,-50.65
2,1.446,1.106,1.176,-49.98
2,1.752,1.11,1.106,-51.98
2,1.615,1.005,1.271,-53.27
2,1.946,1.97,1.374,-50.96
2,2.189,2.045,1.391,-47.13
2,1.659,1.013,1.21,-53.49
2,1.554,0.4573,1.204,-51.47
2,1.363,1.106,1.52,-45.86
2,1.693,0.4328,1.508,-48.21
2,1.681,0.9323,1.213,-53.46
2,1.974,1.925,1.407,-50.33
2,1.635,0.5765,1.414,-50.83
2,1.633,1.081,1.31,-53.15
2,2.039,1.658,1.466,-48.69
2,1.593,0.4807,1.154,-51.04
2,1.552,0.3147,1.328,-50.87
2,1.79,0.6463,1.28,-52.05
2,1.662,0.5742,1.336,-52.01
2,1.563,1.219,1.254,-52.62
2,1.756,1.722,1.325,-52.63
2,1.781,1.396,1.348,-52.96
2,1.826,0.803,1.163,-51.66
2,1.385,0.5298,1.302,-49.72
2,1.5,1.389,1.203,-50.74
2,1.527,0.8994,1.3,-52.23
2,1.641,0.6149,1.064,-48.96
2,1.924,1.935,1.224,-52.01
2,1.507,0.339,1.401,-49.82
2,1.758,0.9027,1.323,-52.9
2,2.071,0.8093,1.271,-47.4
2,1.858,1.449,1.267,-53.36
2,1.784,1.938,1.288,-52.22
2,1.549,0.7713,1.308,-52.31
2,1.72,1.02,1.077,-50.92
2,1.502,0.2667,1.244,-50.52
2,1.594,0.9764,1.23,-53.12
2,2.066,0.6854,1.493,-44.93
2,1.374,0.9126,1.59,-44.58
2,1.855,0.207,1.202,-47.42
2,1.639,0.4398,1.266,-51.9
2,1.824,0.5038,1.213,-50.6
2,1.687,0.6022,1.402,-51.11
2,1.492,1.402,1.2,-50.46
2,1.832,0.6488,1.467,-49.08
2,1.742,0.9592,1.167,-53.02
2,1.698,0.686,1.2,-52.65
2,1.346,0.7673,1.225,-48.63
2,1.422,0.4146,1.506,-47.16
2,1.476,0.2819,1.337,-50.15
2,1.805,1.253,1.27,-53.62
2,1.518,1.339,1.173,-50.89
2,1.713,0.8746,1.329,-52.9
2,1.638,1.33,1.52,-48.97
2,1.422,0.823,1.19,-50.06
2,1.503,1.724,1.259,-49.52
2,1.752,0.6459,1.158,-51.59
2,1.367,0.4439,1.304,-49.24
2,1.857,0.5829,1.326,-50.65
2,2.002,0.611,1.075,-42.92
2,1.58,0.5932,1.38,-51.32
2,1.498,0.9237,1.141,-50.67
2,1.472,1.993,1.351,-46.86
2,2.059,1.587,1.411,-49.41
2,1.766,1.418,1.289,-53.58
