"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
2,1.91,0.6742,1.465,0.265,0.4629,1.089,-49.44
2,2.18,1.015,0.688,1.031,1.341,1.16,-46.9
2,1.826,0.508,1.091,0.8412,0.3746,1.197,-52.23
2,2.026,1.524,1.008,1.341,0.02756,1.086,-53.49
2,1.96,0.339,1.683,0.6579,0.5909,1.29,-49.7
2,2.035,0.4356,0.6744,0.6486,1.203,1.371,-46.83
2,2.063,1.272,1.69,0.8207,0.5181,1.133,-52.59
2,2.033,0.6982,0.8451,1.703,0.2477,1.191,-50.94
2,1.998,0.9674,0.5272,1.988,0.4349,1.379,-48.39
2,2.107,1.346,0.9495,0.6703,0.2514,1.23,-54.77
2,1.922,0.3396,1.08,0.96,0.2185,1.225,-51.95
2,1.853,0.6808,0.2558,1.056,0.2037,1.205,-51.83
2,2.01,1.043,0.9534,2.413,0.05755,1.375,-46.63
2,1.865,1.796,1.729,0.5744,0.2679,1.121,-48.66
2,1.73,1.33,1.26,0.9912,0.0188,1.285,-51.91
2,2.051,0.4745,1.334,0.4477,1.559,1.252,-44.5
2,2.098,1.254,1.428,0.2385,0.2445,1.307,-52.84
2,2.128,0.7113,0.2673,1.598,1.478,1.474,-42.26
2,2.165,2.031,0.1709,1.022,0.3249,1.591,-45.09
2,2.428,2.327,1.563,1.35,0.1758,1.207,-51.56
2,1.801,1.225,0.18,0.2307,0.1579,1.196,-52.21
2,1.739,1.129,0.4166,0.9583,0.4249,1.313,-51.55
2,2.309,2.025,2.183,1.067,0.4153,1.284,-50.84
2,2.298,0.6176,0.568,0.9748,0.2844,1.49,-44.37
2,2.049,0.611,2.141,1.126,0.3845,1.27,-49.21
2,2.125,1.709,1.886,2.053,0.2241,1.239,-47.93
2,2.057,1.25,1.681,0.1799,0.7016,1.344,-50.7
2,1.8,0.4571,0.6662,1.326,0.671,1.458,-47.1
2,2.138,0.4798,1.585,1.082,0.2513,1.194,-50.71
2,1.934,0.309,1.59,0.8275,1.038,1.308,-47.26
2,1.706,0.2945,0.8826,1.382,0.1126,1.093,-46.17
2,1.747,0.7076,0.7301,0.6681,0.04115,1.429,-51.4
2,2.128,0.7869,1.282,1.107,0.045,1.153,-52.79
2,2.103,1.601,1.099,0.6574,0.1926,1.336,-54.15
2,2.179,1.266,2.078,0.8108,0.1434,1.321,-51.95
2,2.255,0.4705,1.143,1.455,0.6563,1.141,-46.96
2,2.113,0.7373,0.8373,1.403,0.2041,1.236,-52.21
2,1.63,0.5465,0.5233,0.3414,0.09304,1.125,-50.82
2,2.139,0.8141,0.9864,1.731,0.1683,1.106,-49.67
2,2.208,0.792,1.072,1.777,0.06634,1.087,-47.89
2,2.162,0.8471,1.207,0.605,0.4279,1.344,-51.67
2,1.951,2.017,0.821,0.6595,0.03175,1.17,-53.82
2,1.828,0.425,0.7778,1.356,0.2928,1.286,-50.77
2,1.856,1.598,0.432,1.021,0.0106,1.23,-54.01
2,1.762,1.06,0.4416,0.504,0.2387,1.101,-52.03
2,2.335,1.213,1.705,2.127,1.096,1.268,-46.68
2,1.716,0.7831,0.9193,0.3996,0.1239,1.484,-49.85
2,2.342,1.663,0.7071,1.514,1.25,1.212,-47.93
2,1.779,1.106,1.031,1.463,0.6133,1.433,-47.25
2,1.868,1.165,0.8763,1.122,0.1196,1.158,-54.34
2,1.962,0.5975,0.3845,1.367,0.7127,1.101,-46.68
2,2.141,0.9412,1.457,0.4163,0.7645,1.196,-51.27
2,2.295,0.8776,2.021,0.6831,0.2898,1.148,-48.49
2,2.008,1.028,1.149,0.7755,0.5786,1.143,-53.46
2,2.131,1.276,1.262,1.383,0.7967,1.332,-52.01
2,1.922,0.3742,1.619,0.9701,0.3578,1.336,-50.27
2,1.887,0.6335,1.112,1.199,0.5432,1.185,-51.35
2,1.736,1.311,0.3167,0.4498,0.03997,1.254,-53.5
2,1.991,0.529,1.442,0.4084,0.5423,1.312,-51.04
2,1.812,1.107,0.2642,1.436,0.093,1.274,-51.7
2,2.305,0.735,2.591,1.146,0.3454,1.284,-46.4
2,1.86,0.3032,0.8463,0.7931,1.185,1.318,-46.84
2,1.911,0.5774,0.5395,1.383,0.3582,1.331,-50.81
2,1.989,0.7727,0.4478,0.4301,0.7024,1.148,-49.4
2,2.17,0.7829,0.7578,2.008,1.102,1.279,-46.01
2,2.043,1.018,0.9285,0.09227,1.127,1.241,-48.67
2,2.149,1.084,0.6669,0.8964,0.6745,1.318,-51.87
2,1.55,0.2915,0.5237,0.6649,0.3506,1.295,-48.88
2,1.888,0.4278,1.083,1.798,0.6034,1.225,-46.8
2,2.143,2.004,1.502,1.597,0.0522,1.323,-52.16
2,2.171,1.72,1.938,0.9771,0.4336,1.698,-43.02
2,2.182,1.955,1.021,0.08966,1.088,1.411,-47.2
2,1.923,1.203,2.168,0.4341,0.2993,1.349,-49.26
2,2.453,2.276,1.234,1.082,0.2484,1.239,-51.07
2,1.85,1.452,0.5963,0.6897,0.6002,1.21,-52.53
2,2.221,1.537,0.4213,1.107,0.4155,1.131,-50.6
2,1.946,0.3657,1.196,0.3584,0.5457,1.143,-49.42
2,2.112,1.103,0.6736,0.9063,0.6147,1.216,-52.91
2,2.245,1.344,1.461,0.509,1.382,1.245,-48.42
2,1.957,1.134,0.7649,2.2,0.3145,1.382,-47.34
2,1.838,0.6535,0.4364,0.8348,0.411,1.118,-50.85
2,1.589,0.8651,0.3983,0.5956,0.3138,1.337,-50.46
2,2.084,0.9091,1.249,0.3311,0.3086,1.185,-52.54
2,1.754,0.8614,1.504,0.5297,0.3396,1.378,-50.44
2,1.975,0.9416,1.094,0.7138,0.207,1.243,-54.87
2,2.391,1.663,1.671,1.503,0.729,1.329,-51.46
2,1.838,0.9447,0.654,0.9854,0.1407,1.036,-50.79
2,2.16,0.9238,1.025,0.9754,0.2085,1.335,-52.67
2,2.137,0.5407,0.7555,1.003,0.6426,1.196,-49.7
2,1.901,0.3148,0.5962,1.137,0.1938,1.305,-50.79
2,1.79,0.8151,0.5158,0.8442,1.088,1.417,-47.06
2,1.61,0.6422,0.4224,0.2973,0.7772,1.472,-46.2
2,2.216,1.395,1.44,1.618,0.2711,1.267,-53.44
2,2.168,1.305,1.998,1.054,0.2083,1.303,-52.6
2,1.475,0.4927,0.3905,1.042,0.09478,1.349,-47.52
2,1.912,1.019,1.242,1.555,0.03526,1.163,-52.12
2,1.947,1.227,1.543,1.57,0.1612,1.345,-51.05
2,1.657,0.194,0.9565,1.424,0.4722,1.268,-45.83
2,2.094,0.1891,1.221,1.069,0.4832,1.193,-48.64
2,1.872,0.1871,1.31,1.247,0.05042,1.245,-50.1
2,1.697,0.4205,1.136,1.238,0.2611,1.332,-49.08
2,2.184,1.083,1.347,1.216,0.223,1.202,-54.1
2,1.764,0.7012,0.7808,0.6268,0.5918,1.223,-51.78
2,2.181,1.859,1.367,0.8414,0.8804,1.249,-52.24
2,2.38,0.9382,2.38,0.1208,1.113,1.451,-42.5
2,1.617,1.088,0.7813,0.3171,0.06303,1.146,-51.85
2,2.465,1.851,1.544,1.78,0.3152,1.093,-48.95
2,2.023,0.3468,0.3314,0.9528,0.2759,1.223,-48.48
2,2.324,0.9151,2.002,1.418,0.06937,1.286,-50.06
2,2.29,0.3446,2.153,1.999,0.9142,1.191,-40.98
2,2.255,0.2195,0.6107,1.01,0.3414,1.243,-43.6
2,2.243,1.113,1.257,0.8111,0.4701,1.214,-52.97
2,1.636,0.6521,1.563,0.1793,0.02587,1.229,-49.85
2,2.085,0.8512,0.8011,1.184,0.4973,1.122,-51.74
2,1.876,1.625,0.8178,0.2916,0.03715,1.477,-50.62
2,1.71,0.6074,0.6765,0.8539,0.02265,1.087,-50.98
2,2.184,0.3099,2.225,1.256,0.0706,1.511,-44.28
2,1.975,0.6368,1.272,1.519,0.02181,1.254,-52.08
2,2.005,0.9707,1.004,1.109,0.4367,1.358,-52.99
2,2.193,1.873,1.17,1.364,0.09896,1.221,-54.56
2,1.965,1.154,1.497,0.8289,0.2981,1.222,-54.32
2,2.46,1.22,2.317,1.825,0.2034,1.233,-47.5
2,1.946,1.42,1.049,0.8895,0.1389,1.121,-54.86
2,1.831,1.299,0.916,0.6365,0.0544,1.273,-54.94
2,2.084,2.052,1.449,1.09,0.9264,1.292,-49.62
2,1.431,0.8144,0.4212,0.4394,0.6686,1.104,-40.5
2,1.893,0.3697,0.8497,1.687,0.4961,1.186,-47.65
2,2.287,1.202,1.509,1.546,0.6089,1.261,-52.32
2,2.325,1.381,1.08,1.343,0.1555,1.185,-52.59
2,2.144,0.5988,0.7574,0.2124,0.3465,1.445,-46.44
2,2.31,0.564,0.5165,1.032,0.7003,1.084,-40.23
2,1.889,0.7777,1.601,0.6396,0.0224,1.193,-53.17
2,2.157,2.058,0.23,0.4928,0.1612,1.362,-49.28
2,2.185,1.171,1.274,0.008062,0.8901,1.427,-47.69
2,1.793,1.175,0.1965,1.15,0.1895,1.179,-51.97
2,2.123,0.2752,1.64,0.0283,0.8239,1.078,-39.95
2,1.872,0.2948,1.115,2.202,0.2675,1.324,-44.25
2,1.832,1.008,1.431,0.3097,0.1221,1.114,-52.3
2,2.117,0.9196,1.34,1.595,0.5706,1.046,-47.85
2,2.199,1.391,1.596,1.345,0.04519,1.108,-53.02
2,1.87,0.7161,0.7655,0.6707,0.4368,1.167,-52.94
2,1.958,0.3696,1.796,0.131,0.09261,1.213,-48.69
2,2.257,1.23,0.7192,1.073,0.08096,1.326,-51.49
2,1.919,1.001,1.276,0.3918,0.0512,1.069,-52.38
2,1.924,0.3166,1.645,0.3909,0.8104,1.239,-48.14
2,1.953,2.021,0.8085,0.4213,0.3844,1.366,-51.54
2,2.146,0.9437,1.207,2.095,0.2745,1.245,-49.86
2,1.829,0.678,0.9541,1.414,0.09114,1.359,-51.26
2,1.87,0.254,1.779,1.191,0.4718,1.249,-47.53
2,2.371,1.22,0.6251,1.24,0.6932,1.237,-48.93
2,2.117,1.451,1.064,1.145,0.006923,1.135,-54.98
2,1.642,1.002,0.3176,0.4433,0.2092,1.256,-52.19
2,2.162,1.023,0.4121,0.8429,0.7332,1.149,-49.05
2,1.577,1.175,1.561,0.2491,0.1445,1.422,-46.77
2,1.754,0.7868,0.9491,0.3609,0.4394,1.266,-52.52
2,1.793,1.286,1.233,1.824,0.2332,1.477,-45.51
2,2.089,0.3903,1.879,1.158,0.08186,1.355,-49.24
2,2.296,0.1921,1.741,1.722,0.4656,1.316,-45.28
2,1.521,0.7653,0.3333,1.057,0.194,1.181,-47.59
2,1.879,0.3204,1.428,0.2125,0.245,1.44,-48.61
2,1.908,1.7,0.6809,1.535,0.1833,1.284,-51.95
2,1.954,1.55,1.507,0.2689,0.4541,1.252,-52.63
2,2.066,1.166,1.542,0.587,0.283,1.271,-54.12
2,2.002,0.966,1.648,1.125,1.485,1.395,-44.69
2,1.929,0.1992,0.9476,1.378,0.9414,1.474,-45.28
2,1.971,1.195,0.9231,1.273,0.7894,1.126,-50.66
2,2.09,1.625,1.206,0.9817,0.3474,1.331,-54.2
2,1.836,1.095,0.7622,1.053,0.02663,1.167,-54.53
2,1.894,0.2216,0.8901,0.5986,0.2446,1.36,-50.3
2,2.335,1.994,1.537,0.3426,0.7017,1.241,-50.27
2,2.264,1.453,0.3789,2.1,0.06525,1.343,-48.15
2,1.973,0.8307,0.8071,1.226,1.208,1.212,-48.05
2,2.137,1.261,1.48,1.357,0.05003,1.352,-53.3
2,1.937,1.139,1.629,0.6575,0.3855,1.312,-52.8
2,2.334,1.823,1.465,1.568,0.7171,1.283,-52.09
2,1.84,0.7537,0.732,0.7168,0.05665,1.257,-54.27
2,1.878,1.324,0.2619,1.115,0.2082,1.206,-53.12
2,1.985,1.178,1.29,0.757,0.3215,1.014,-50.64
2,1.678,1.151,1.038,0.3615,0.09423,1.335,-52.32
2,1.999,0.3055,1.41,0.9805,0.35,1.34,-50.49
2,2.108,1.38,2.072,0.0323,0.1353,1.286,-50
2,1.951,0.2126,1.18,1.475,0.1466,1.224,-49.49
2,1.657,0.5698,0.7125,0.546,0.1584,1.233,-52.4
2,2.294,1.831,1.453,1.297,0.204,1.094,-52.51
2,2.107,0.8138,2.299,0.4713,0.1761,1.368,-48.61
2,2.248,1.087,1.687,0.8203,0.6874,1.199,-52.01
2,1.801,1.295,0.7193,0.1696,0.1083,1.117,-52.94
2,1.805,0.3932,1.332,1.291,0.4986,1.029,-42.53
2,1.907,0.9203,1.084,0.4945,0.3858,1.586,-47.39
2,1.899,1.942,0.9073,0.6676,0.2336,1.475,-49.97
2,1.853,0.6601,0.3548,0.7887,0.03999,1.118,-51.52
2,1.991,1.286,0.8506,1.197,0.001433,1.594,-47.86
2,2.22,0.4831,1.254,1.839,0.2476,1.381,-47.9
2,2.135,1.267,1.315,0.6034,0.8775,1.248,-52.53
2,2.361,0.8282,1.04,0.7346,1.042,1.337,-47.07
2,1.929,0.8082,0.7915,2.078,0.5589,1.562,-43.52
2,2.032,0.9202,0.9111,0.7343,0.1281,1.197,-54.37
2,2.101,1.304,0.8833,0.6027,0.6051,1.386,-52.05
2,2.19,0.4759,1.898,0.8403,1.375,1.205,-44.49
2,1.861,0.5641,0.5494,0.4446,0.08409,1.301,-52.26
2,2.245,1.845,1.974,0.5806,0.2615,1.219,-52.05
2,2.225,1.521,1.355,1.194,0.1302,1.139,-54.3
2,1.633,1.052,1.005,0.8591,0.5648,1.286,-48.59
2,2.218,1.677,1.155,0.8933,1.23,1.434,-48.67
2,1.737,1.176,0.6513,0.7004,0.1953,1.202,-53.72
2,2.112,0.4255,0.8077,1.269,0.4041,1.248,-50.09
2,1.727,1.137,0.7651,0.3866,0.3846,1.3,-52.56
2,2.146,0.6721,0.926,1.385,0.249,1.398,-50.31
2,1.79,1.41,0.7378,0.5966,0.2796,1.184,-53.71
2,2.007,0.36,0.4643,1.153,0.1788,1.455,-47.8
2,2.413,2.178,2.273,1.713,0.4521,1.394,-47.8
2,2.435,1.879,1.031,1.556,0.7641,1.127,-49.34
2,2.162,1.68,0.6591,0.1449,0.8115,1.225,-49.35
2,2.09,1.314,1.441,0.5729,0.3506,1.243,-54.47
2,2.011,0.6586,1.612,0.7538,0.1006,1.206,-52.81
2,1.439,0.6511,0.9672,0.04794,0.2422,1.235,-47.29
2,2.14,0.6084,2.217,1.519,0.2631,1.576,-43.8
2,1.917,0.4723,0.7936,0.9438,0.4473,1.331,-51.58
2,2.056,0.7999,1.423,2.206,0.1929,1.279,-47.8
2,2.081,0.651,1.383,0.3237,0.7767,1.433,-48.61
2,2.379,0.9536,1.003,1.147,0.6587,1.174,-48.5
2,1.991,1.462,0.8689,0.9838,0.2392,1.093,-54.03
2,2.122,0.201,0.3732,2.038,0.09196,1.329,-43.56
2,2.16,0.8069,1.63,1.554,1.006,1.244,-48.9
2,2.166,1.851,0.6425,1.09,0.04589,1.24,-53.9
2,2.018,1.081,1.1,0.2346,0.05387,1.334,-52.92
2,1.957,0.698,0.7344,1.305,0.3717,1.382,-51.26
2,1.51,0.6686,1.06,1.091,0.6458,1.356,-43.27
2,2.257,0.9785,0.8033,0.9457,0.4128,1.187,-50.76
2,2.615,0.9876,1.576,1.29,0.3035,1.287,-44.31
2,1.697,1.348,1.056,0.4332,0.1455,1.184,-52.44
2,1.662,0.8301,1.055,0.2203,0.501,1.293,-50.57
2,2.101,0.4279,1.502,0.6974,0.1492,1.217,-50.65
2,1.693,0.8006,0.2634,0.6521,0.1283,1.252,-52.59
2,2.073,1.405,1.232,0.9958,0.1086,1.134,-55.21
2,1.953,1.507,0.3379,0.5087,0.1075,1.239,-53.58
2,1.972,0.5798,1.161,0.3678,0.7803,1.106,-48.68
2,2.012,1.092,1.214,2.091,0.4222,1.472,-46.67
2,1.716,0.5161,1.042,0.5535,0.1958,1.182,-52.13
2,1.759,0.4873,1.362,0.4722,0.4702,1.199,-50.47
2,2.033,1.359,1.011,0.2062,0.3336,1.269,-53.5
2,2.047,1.153,0.9657,0.5488,0.2424,1.204,-54.64
2,2.099,1.31,1.426,0.8998,0.9751,1.347,-51.3
2,1.759,1.687,0.1387,0.881,0.1605,1.125,-50.11
2,2.208,2.188,0.679,0.979,0.5009,1.206,-51.99
2,2.156,1.751,1.013,1.224,0.2879,1.33,-53.92
2,1.66,1.95,0.2496,1.232,0.09743,1.396,-46.73
2,1.866,0.7771,1.761,0.3994,0.1751,1.327,-51.39
2,2.216,1.551,1.237,0.7781,0.5917,1.185,-53.79
2,2.254,0.9184,2.092,0.0273,0.8031,1.37,-46.13
2,2.242,0.7209,0.6681,1.673,0.9416,1.269,-47.59
2,2.097,1.025,0.3835,1.061,0.1614,1.295,-52
2,1.932,0.3709,1.523,0.8738,0.2446,1.442,-49.28
2,2.476,1.756,2.189,1.608,0.6706,1.154,-48.44
2,1.992,0.3933,1.017,0.3407,0.9924,1.205,-47.97
2,1.872,0.8509,0.1285,1.042,0.0206,1.275,-52.13
2,2.144,1.241,1.89,1.02,0.05829,1.201,-53.44
2,2.457,2.47,2.091,0.8714,0.8412,1.214,-47.45
2,1.647,0.262,0.7463,1.433,0.3945,1.259,-46.65
2,2.206,1.234,1.69,1.212,0.0594,1.431,-51.3
2,1.766,0.3285,0.3917,0.06409,0.2192,1.214,-49.43
2,2.248,1.726,2.18,1.066,0.1172,1.357,-51.1
2,1.789,0.6777,1.642,0.9405,0.1385,1.191,-50.72
2,1.734,0.8889,0.9158,0.9456,0.0789,1.25,-53.43
2,1.805,1.182,1.274,1.144,0.3347,1.27,-51.82
2,2.484,2.099,1.536,0.7,0.9128,1.33,-48.99
2,2.065,0.8347,0.4878,1.297,0.05304,1.482,-48.9
2,2.095,0.8905,1.722,0.3083,0.04583,1.261,-51.78
2,1.836,0.5623,0.8035,1.145,0.1277,1.353,-51.95
2,2.293,1.095,1.866,1.076,0.8041,1.436,-49.24
2,2.298,1.441,2.115,0.2093,0.3244,1.242,-49.08
2,1.907,0.7844,1.201,0.8932,0.1503,1.323,-53.63
2,2.18,0.5353,1.959,0.5223,0.658,1.124,-46.27
2,2.155,0.9323,1.894,0.6742,0.5631,1.202,-51.46
2,1.924,0.5437,2.159,1.319,0.06817,1.267,-47.6
2,2.079,1.383,1.238,1.038,0.5896,1.225,-54.32
2,2.33,0.9731,2.105,1.691,0.5966,1.394,-48.16
2,2.035,1.065,1.131,1.656,0.04428,1.354,-52.27
2,2.11,1.458,1.005,2.364,0.01709,1.344,-48.44
2,2.002,0.8716,1.928,0.9388,0.132,1.283,-52.05
2,1.886,0.6268,0.4065,0.1397,0.03005,1.344,-50.29
2,2.252,0.5439,2.135,1.392,0.4035,1.51,-45.43
2,1.938,1.532,0.7202,0.5702,0.01623,1.183,-55.2
2,1.377,1.055,0.4911,0.2137,0.2492,1.425,-45.48
2,2.685,2.151,1.788,1.974,0.6119,1.419,-46.44
2,1.8,1.493,1.6,0.7409,0.07111,1.151,-51.01
2,2.491,2.257,0.2294,0.5314,0.2122,1.558,-39.67
2,1.886,0.5234,0.8691,0.7848,0.435,1.087,-50.38
2,1.86,0.934,1.491,0.4586,0.2928,1.176,-52.9
2,1.818,1.13,1.084,0.3307,0.1293,1.163,-54.19
2,1.833,1.486,0.9102,0.3089,0.9027,1.332,-49.7
2,2.479,0.6998,2.05,1.266,0.6383,1.341,-46.31
2,2.209,0.4106,1.856,1.196,0.2617,1.4,-48.07
2,2.285,1.128,0.95,1.217,0.4713,1.238,-52.22
2,2.148,1.101,0.862,1.782,0.5801,1.424,-49.59
2,1.801,0.961,1.487,1.257,0.05513,1.212,-51.36
2,1.764,0.7793,0.04398,0.9026,0.2685,1.122,-49.65
2,2.309,1.096,1.98,1.32,0.9147,1.218,-49.86
2,1.804,1.144,0.4688,0.8916,0.5375,1.329,-51.83
2,2.337,1.78,2.135,1.854,0.2538,1.037,-44.34
2,1.736,0.3975,0.4617,0.7955,0.1196,1.461,-49.18
2,1.768,1.145,0.06772,0.2161,0.339,1.313,-50.92
2,2.252,1.041,1.27,1.016,0.7064,1.053,-48.9
2,2.366,0.9502,1.294,0.1799,1.271,1.242,-44.11
2,2.142,1.147,0.5644,1.243,0.4366,1.311,-52.36
2,1.909,1.104,0.08614,0.251,0.2266,1.098,-48.55
2,2.34,1.541,1.389,0.4954,0.3361,1.325,-51.1
2,1.656,0.7399,0.7331,0.1457,0.2139,1.165,-51.71
2,2.049,0.8282,1.201,0.2354,0.1598,1.22,-52.35
2,1.842,0.8489,1.106,0.8141,0.1241,1.317,-53.82
2,1.978,1.382,1.602,1.151,0.7731,1.237,-50.64
2,1.966,0.505,0.5092,1.943,0.05149,1.193,-47.51
2,2.429,0.4035,1.714,0.9045,0.7191,1.419,-44.15
2,2.098,0.6639,1.704,0.8549,0.4935,1.488,-48.53
2,2.1,1.238,0.2102,0.9263,0.6446,1.28,-50.76
2,2.196,0.6295,1.606,1.318,0.7574,1.257,-50.26
2,1.723,0.3653,0.9177,0.5435,0.02203,1.408,-50.69
2,2.05,1.38,0.9407,1.288,0.6521,1.258,-53.33
2,2.018,0.523,1.215,0.9141,0.1231,1.091,-50.77
2,2.054,0.5682,1.451,0.6631,0.5184,1.274,-51.79
2,1.934,1.166,0.7802,1.416,0.1883,1.098,-52.26
2,1.893,1.524,0.7923,0.4825,0.1296,1.264,-54.79
2,1.934,0.6855,1.399,0.4544,0.9016,1.487,-47.54
2,1.716,1.929,1.593,1.123,0.2639,1.174,-42.86
2,1.998,1.65,2.201,0.7611,1.6e-05,1.118,-48.57
2,1.687,0.983,1.567,0.5207,0.6175,1.266,-47.86
2,1.811,1.407,0.2156,2.124,0.06306,1.187,-44.98
2,1.707,0.8579,2.14,1.082,0.07671,1.164,-42.98
2,2.122,0.3769,1.328,1.009,1.353,1.348,-46.32
2,1.723,1.424,0.1946,0.2977,0.2351,1.451,-49.45
2,2.729,1.895,3.072,1.233,0.7709,1.504,-40.58
2,2.07,0.8531,1.308,0.721,0.2573,1.237,-53.95
2,2.226,0.6226,1.062,1.864,0.7383,1.309,-48.29
2,2.235,2.047,1.981,0.4663,0.2238,1.234,-51.21
2,1.659,0.5755,0.3715,0.2473,0.3102,1.446,-49
2,1.952,1.169,0.9645,1.092,1.022,1.133,-49.13
2,2.476,0.9338,1.08,1.152,0.09145,1.614,-41.51
2,2.125,1.123,2.055,0.1673,0.3716,1.433,-48.49
2,2.099,0.8074,1.775,0.5602,0.3542,1.21,-51.97
2,2.422,1.459,1.946,1.202,1.029,1.089,-47
2,2.325,0.4019,0.9298,1.284,0.7539,1.368,-45.91
2,1.988,1.02,1.402,1.294,0.179,1.334,-53.09
2,2.317,1.695,1.439,0.4759,0.4597,1.348,-51.28
2,2.293,0.8035,0.93,0.5555,0.8505,1.416,-46.93
2,2.11,1.386,0.3342,0.5154,0.4595,1.241,-51.26
2,2.299,1.105,0.962,1.685,0.6744,1.355,-50.23
2,2.171,0.4451,1.362,0.9342,0.3122,1.201,-50.14
2,2.046,1.02,1.873,1.17,0.3873,1.224,-52.05
2,2.187,1.119,1.316,1.335,1.618,1.464,-44.95
2,1.939,1.006,0.8631,1.222,0.03701,1.224,-54.72
2,2.037,0.2375,1.689,0.5978,0.9099,1.28,-47.57
2,1.735,0.9404,1.398,0.416,0.381,1.289,-51.4
2,2.055,0.5674,1.71,1.208,1.61,1.349,-43.32
2,1.552,0.5274,1.268,0.6738,0.0529,1.254,-49.09
2,2.16,1.212,1.572,1.117,0.6288,1.174,-53.17
2,2.078,0.6298,0.8361,1.623,0.6439,1.157,-49.11
2,2.046,0.9866,1.025,0.2095,0.2922,1.312,-52.35
2,2.226,0.8533,2.206,0.8984,0.05879,1.202,-49.61
2,2.263,1.569,1.102,0.07132,1.628,1.349,-44.25
2,2.005,1.253,0.3856,0.9968,0.02205,1.189,-53.87
2,2.006,1.829,1.582,0.3916,1.022,1.341,-48.38
2,1.936,0.7189,0.5464,0.92,1.035,1.279,-49.51
2,1.941,0.417,0.4142,0.6355,0.7612,1.153,-47.8
2,2.198,1.496,0.6326,1.021,0.8213,1.433,-49.85
2,1.893,0.7551,1.815,0.3853,0.04494,1.231,-51.79
2,1.847,0.6773,1.873,0.9528,0.1319,1.297,-50.33
2,2.002,1.608,0.1056,0.222,0.1717,1.226,-50.3
2,1.914,0.5595,1.374,1.385,0.3817,1.381,-49.96
2,1.936,0.8455,1.267,0.02404,0.2238,1.531,-47.84
2,2.18,1.682,0.843,0.6269,0.5514,1.197,-53.13
2,1.913,0.6222,0.5979,0.686,0.2237,1.373,-51.74
2,2.115,1.037,1.34,1.285,0.3563,1.402,-52.07
2,1.807,1.159,0.2775,1.228,0.3166,1.164,-51.36
2,1.981,0.5349,0.8412,1.342,1.899,1.379,-40.35
2,2.314,0.4362,2.177,0.839,0.6043,1.574,-42.66
2,1.937,0.2571,0.9748,1.739,0.1489,1.416,-47.55
2,1.996,1.354,1.429,1.261,0.02506,1.222,-54.54
2,2.106,0.422,0.5607,0.1393,0.9799,1.339,-44.85
2,1.901,0.8577,1.111,1.349,0.3895,1.197,-52.38
2,1.755,0.5376,0.2475,0.04768,0.1861,1.253,-50.25
2,1.894,0.5316,1.612,0.5464,0.6426,1.301,-50.28
2,1.755,0.9733,0.8669,0.2154,0.7125,1.26,-50.98
2,1.924,0.6037,1.377,0.908,0.2119,1.205,-53.09
2,2.17,1.138,2.306,0.4584,0.4661,1.251,-49.52
2,2.149,0.4692,1.409,1.915,0.05545,1.123,-46.18
2,1.822,0.2087,0.9683,0.2865,0.5661,1.493,-46.94
3,2.427,4.397,1.625,1.485,2.153,0.8658,3.702
3,2.693,4.543,1.569,0.2001,6.46,0.6255,-8.057
3,2.646,4.157,2.37,0.3868,4.413,0.793,-6.022
3,2.703,3.064,3.224,1.712,3.177,0.6781,-0.1206
3,2.639,4.567,2.274,0.09361,5.657,0.6206,-7.702
3,2.523,3.027,3.202,1.358,4.984,0.6281,2.873
3,3.037,5.863,2.622,0.1806,6.392,0.6759,-4.504
3,2.911,3.879,3.862,0.5691,5.842,0.6019,-2.719
3,2.816,4.055,1.715,0.882,5.307,0.6242,-6.73
3,2.812,5.561,1.212,0.8729,5.28,0.725,-6.523
3,2.337,2.925,1.172,0.2609,4.088,0.7583,-6.266
3,2.915,3.955,0.544,1.774,7.119,0.6625,-2.108
3,2.452,3.713,1.034,0.5109,4.186,0.8619,-2.101
3,2.481,3.822,1.228,0.7423,5.394,0.7168,-7.684
3,2.703,3.395,3.52,0.8324,5.892,0.7364,-2.426
3,2.866,3.742,2.64,0.1369,7.679,0.6453,-3.486
3,2.532,3.328,0.6932,0.3368,6.631,0.6086,-6.714
3,2.533,5.097,0.7956,0.1964,4.028,0.7092,-6.968
3,2.491,3.168,1.347,0.5057,4.638,0.725,-8.298
3,2.332,3.729,0.5343,0.2823,4.352,0.7642,-6.53
3,2.33,3.761,0.3728,0.5993,3.931,0.6307,-6.288
3,2.779,4.702,2.38,0.404,4.786,0.6706,-8.763
3,2.407,2.526,2.067,0.248,5.088,0.703,-8.137
3,2.388,2.781,0.06849,1.061,5.276,0.724,-5.721
3,2.636,2.221,2.005,0.5104,6.895,0.6812,-5.531
3,2.576,2.761,3.758,0.05248,5.063,0.6978,-5.312
3,2.563,5.425,1.557,0.3692,3.464,0.7184,-5.369
3,2.505,4.59,0.8415,0.7881,3.844,0.6392,-6.745
3,2.958,4.218,1.615,1.317,6.023,0.6892,-5.164
3,2.383,3.498,0.7806,0.2832,4.267,0.6629,-8.536
3,2.295,2.65,0.7334,0.3688,4.427,0.6188,-6.267
3,2.766,3.218,2.398,0.4932,5.276,0.6448,-6.528
3,2.681,3.179,2.136,1.137,6.245,0.6493,-6.536
3,2.577,1.936,2.84,0.2583,6.104,0.7435,-4.752
3,2.722,1.615,0.491,2.55,6.149,0.6286,8.065
